id,"Country name","City name","State abbreviation",Categories,Tags
10054,,Sligo,,Europe>Ireland,
10055,,Sliven,,Europe>Bulgaria,
10056,,Slough,,"Europe>United Kingdom",
10057,,Smolensk,,Europe>Russia,
10058,,Sochaczew,,Europe>Poland,
10059,,Sochi,,Europe>Russia,
10060,,Sodertalje,,Europe>Sweden,
10062,,Sohar,,Asia>Oman,
10063,,Solapur,,Asia>India,
10064,,Solihull,,"Europe>United Kingdom",
10065,,Solingen,,Europe>Germany,
10066,,Solna,,Europe>Sweden,
10067,,Sombor,,Europe>Serbia,
10068,,"Somerset West",,"Africa>South Africa",
10069,,Sonderborg,,Europe>Denmark,
10070,,Sonipat,,Asia>India,
10071,,Sopot,,Europe>Poland,
10072,,Sopron,,Europe>Hungary,
10073,,Sorocaba,,"South America>Brazil",
10074,,Sosnowiec,,Europe>Poland,
10075,,Sosua,,"North America>Dominican Republic",
10076,,Sousse,,Africa>Tunisia,
10077,,"South Yarra",,Oceania>Australia,
10078,,Southampton,,"Europe>United Kingdom",
10079,,Southend-on-Sea,,"Europe>United Kingdom",
10080,,Southwark,,"Europe>United Kingdom",
10081,,Split,,Europe>Croatia,
10082,,Springs,,"Africa>South Africa",
10083,,"Spruce Grove",,"North America>Canada",
10084,,"Squamish, BC",,"North America>Canada",
10085,,"Sremska Mitrovica",,Europe>Serbia,
10086,,"Sri Jayawardenepura Kotte",,"Asia>Sri Lanka",
10087,,Srinagar,,Asia>India,
10088,,"St Albans",,"Europe>United Kingdom",
10089,,"St Croix",,"North America>US Virgin Islands",
10090,,"St Helens",,"Europe>United Kingdom",
10091,,"St Peter Port",,Europe>Guernsey,
10092,,"St Thomas",,"North America>US Virgin Islands",
10093,,"St. Albert, AB",,"North America>Canada",
10094,,"St. Andrews",,"Europe>United Kingdom",
10095,,"St. Gallen",,Europe>Switzerland,
10096,,"St. George's",,"North America>Grenada",
10097,,"St. John's",,"North America>Antigua and Barbuda",
10098,,"St. John's",,"North America>Canada",
10099,,"St. Julians",,Europe>Malta,
10100,,St.Catharines,,"North America>Canada",
10101,,"Stara Zagora",,Europe>Bulgaria,
10102,,Stavanger,,Europe>Norway,
10103,,Stavropol,,Europe>Russia,
10104,,Stellenbosch,,"Africa>South Africa",
10105,,Sterlitamak,,Europe>Russia,
10106,,Steyr,,Europe>Austria,
10107,,Stip,,"Europe>North Macedonia",
10108,,Stirling,,"Europe>United Kingdom",
10109,,Stockholm,,Europe>Sweden,
10110,,Stockport,,"Europe>United Kingdom",
10111,,Stoke-on-Trent,,"Europe>United Kingdom",
10112,,Strasbourg,,Europe>France,
10113,,Strassen,,Europe>Luxembourg,
10114,,"Stratford, ON",,"North America>Canada",
10115,,Struga,,"Europe>North Macedonia",
10116,,Strumica,,"Europe>North Macedonia",
10117,,Stuttgart,,Europe>Germany,
10118,,"Subang Jaya",,Asia>Malaysia,
10119,,Subotica,,Europe>Serbia,
10120,,Suceava,,Europe>Romania,
10121,,Sudbury,,"North America>Canada",
10122,,Sumgayit,,Europe>Azerbaijan,
10123,,"Summerside, PE",,"North America>Canada",
10124,,Sumy,,Europe>Ukraine,
10125,,Sunderland,,"Europe>United Kingdom",
10126,,Sundsvall,,Europe>Sweden,
10127,,"Sungai Buloh",,Asia>Malaysia,
10128,,"Sungai Petani",,Asia>Malaysia,
10129,,"Sunny Beach",,Europe>Bulgaria,
10130,,"Sunshine Coast",,Oceania>Australia,
10131,,Sur,,Asia>Oman,
10132,,Surabaya,,Asia>Indonesia,
10133,,Surakarta,,Asia>Indonesia,
10134,,Surat,,Asia>India,
10135,,"Surfers Paradise. Gold Coast. Queensland.",,Oceania>Australia,
10136,,Surgut,,Europe>Russia,
10137,,Surrey,,"North America>Canada",
10138,,Surrey,,"Europe>United Kingdom",
10139,,Suva,,Oceania>Fiji,
10140,,Suwon,,"Asia>South Korea",
10141,,Suzhou,,Asia>China,
10142,,Svendborg,,Europe>Denmark,
10143,,Swakopmund,,Africa>Namibia,
10144,,Swansea,,"Europe>United Kingdom",
10145,,Swieqi,,Europe>Malta,
10146,,Swindon,,"Europe>United Kingdom",
10147,,Swords,,Europe>Ireland,
10149,,"Sydney, NS",,"North America>Canada",
10150,,Syktyvkar,,Europe>Russia,
10151,,Sylhet,,Asia>Bangladesh,
10152,,Szczecin,,Europe>Poland,
10153,,Szeged,,Europe>Hungary,
10154,,Szekesfehervar,,Europe>Hungary,
10155,,Szentendre,,Europe>Hungary,
10156,,Szolnok,,Europe>Hungary,
10157,,Szombathely,,Europe>Hungary,
10158,,Tabriz,,Asia>Iran,
10159,,Tabuk,,"Asia>Saudi Arabia",
10160,,Taby,,Europe>Sweden,
10161,,Tacloban,,Asia>Philippines,
10162,,Tacna,,"South America>Peru",
10163,,Taganrog,,Europe>Russia,
10164,,Tagaytay,,Asia>Philippines,
10165,,"Taguig City",,Asia>Philippines,
10166,,Taichung,,Asia>Taiwan,
10167,,Tainan,,Asia>Taiwan,
10168,,Taipa,,Asia>Macao,
10170,,Taiyuan,,Asia>China,
10171,,Talca,,"South America>Chile",
10172,,Tallinn,,Europe>Estonia,
10173,,Tamarin,,Africa>Mauritius,
10174,,Tamarindo,,"North America>Costa Rica",
10175,,Tambov,,Europe>Russia,
10176,,Tampere,,Europe>Finland,
10177,,Tampico,,"North America>Mexico",
10178,,Tamuning,,Oceania>Guam,
10179,,Tamworth,,"Europe>United Kingdom",
10180,,Tangerang,,Asia>Indonesia,
10181,,Tangier,,Africa>Morocco,
10182,,"Tanjung Pinang",,Asia>Indonesia,
10183,,Tanta,,Africa>Egypt,
10184,,Taoyuan,,Asia>Taiwan,
10185,,Taranto,,Europe>Italy,
10186,,Targoviste,,Europe>Romania,
10187,,"Targu Jiu (Tirgu Jiu)",,Europe>Romania,
10188,,"Targu Mures",,Europe>Romania,
10189,,"Tarlac City",,Asia>Philippines,
10190,,Tarnow,,Europe>Poland,
10191,,Tarragona,,Europe>Spain,
10192,,Tartu,,Europe>Estonia,
10193,,Tartus,,Asia>Syria,
10194,,Tashkent,,Asia>Uzbekistan,
10195,,Tatabanya,,Europe>Hungary,
10196,,Taubate,,"South America>Brazil",
10197,,Taunton,,"Europe>United Kingdom",
10198,,Tauranga,,"Oceania>New Zealand",
10199,,Tavira,,Europe>Portugal,
10200,,Tbilisi,,Europe>Georgia,
10201,,Tegucigalpa,,"North America>Honduras",
10202,,Tehran,,Asia>Iran,
10203,,Tekirdag,,Europe>Turkey,
10204,,"Tel Aviv-Yafo",,Asia>Israel,
10205,,Telford,,"Europe>United Kingdom",
10206,,Temuco,,"South America>Chile",
10207,,Tenali,,Asia>India,
10208,,Tepic,,"North America>Mexico",
10209,,Teplice,,"Europe>Czech Republic",
10210,,Teramo,,Europe>Italy,
10211,,Teresina,,"South America>Brazil",
10212,,Ternopil,,Europe>Ukraine,
10213,,Terrace,,"North America>Canada",
10214,,Terrassa,,Europe>Spain,
10215,,Tetouan,,Africa>Morocco,
10216,,Tetovo,,"Europe>North Macedonia",
10217,,Tezpur,,Asia>India,
10218,,Thane,,Asia>India,
10219,,Thanjavur,,Asia>India,
10220,,"The Hague (Den Haag)",,Europe>Netherlands,
10221,,"The Pearl-Qatar",,Asia>Qatar,
10222,,Thessaloniki,,Europe>Greece,
10223,,Thimphu,,Asia>Bhutan,
10224,,Thiruvananthapuram,,Asia>India,
10225,,Thrissur,,Asia>India,
10226,,"Thunder Bay",,"North America>Canada",
10227,,Tianjin,,Asia>China,
10228,,Tijuana,,"North America>Mexico",
10229,,Tilburg,,Europe>Netherlands,
10230,,Timaru,,"Oceania>New Zealand",
10231,,Timisoara,,Europe>Romania,
10232,,"Timmins, ON",,"North America>Canada",
10233,,Tirana,,Europe>Albania,
10234,,Tiraspol,,Europe>Moldova,
10235,,"Tiruchirapalli (Trichy)",,Asia>India,
10236,,"Tirunelveli, Tamil Nadu",,Asia>India,
10237,,Tirupati,,Asia>India,
10238,,"Tirupur (Tiruppur)",,Asia>India,
10239,,Tivat,,Europe>Montenegro,
10240,,Tizi-ouzou,,Africa>Algeria,
10241,,Tlemcen,,Africa>Algeria,
10243,,Toluca,,"North America>Mexico",
10244,,"Tolyatti (Togliatti)",,Europe>Russia,
10245,,Tomsk,,Europe>Russia,
10246,,Tonsberg,,Europe>Norway,
10247,,Toowoomba,,Oceania>Australia,
10249,,Torreon,,"North America>Mexico",
10250,,Torrevieja,,Europe>Spain,
10251,,Torshavn,,"Europe>Faroe Islands",
10252,,Torun,,Europe>Poland,
10253,,Tottenham,,"Europe>United Kingdom",
10254,,Toulon,,Europe>France,
10255,,Toulouse,,Europe>France,
10256,,Tours,,Europe>France,
10257,,Townsville,,Oceania>Australia,
10258,,Toyama,,Asia>Japan,
10259,,Trabzon,,Europe>Turkey,
10260,,Tralee,,Europe>Ireland,
10261,,Trapani,,Europe>Italy,
10262,,Trebinje,,"Europe>Bosnia and Herzegovina",
10263,,Trencin,,Europe>Slovakia,
10264,,Trento,,Europe>Italy,
10265,,Treviso,,Europe>Italy,
10266,,Trier,,Europe>Germany,
10267,,Trieste,,Europe>Italy,
10268,,Trikala,,Europe>Greece,
10269,,Trinidad,,"South America>Trinidad and Tobago",
10270,,Tripoli,,Asia>Lebanon,
10271,,Tripoli,,Africa>Libya,
10272,,Tripolis,,Europe>Greece,
10273,,Trnava,,Europe>Slovakia,
10274,,"Trois-Rivieres, QC",,"North America>Canada",
10275,,Trollhattan,,Europe>Sweden,
10276,,Tromso,,Europe>Norway,
10277,,Trondheim,,Europe>Norway,
10278,,Trujillo,,"South America>Peru",
10279,,Truro,,"Europe>United Kingdom",
10280,,Tsukuba,,Asia>Japan,
10281,,Tubingen,,Europe>Germany,
10282,,Tula,,Europe>Russia,
10283,,Tulcea,,Europe>Romania,
10284,,Tulkarm,,Asia>Palestine,
10285,,Tulum,,"North America>Mexico",
10286,,Tumon,,Oceania>Guam,
10287,,"Tunbridge Wells",,"Europe>United Kingdom",
10288,,Tunis,,Africa>Tunisia,
10289,,Turin,,Europe>Italy,
10290,,Turku,,Europe>Finland,
10291,,Tuttlingen,,Europe>Germany,
10292,,"Tuxtla Gutierrez",,"North America>Mexico",
10293,,Tuzla,,"Europe>Bosnia and Herzegovina",
10294,,Tver,,Europe>Russia,
10295,,Twickenham,,"Europe>United Kingdom",
10296,,Tychy,,Europe>Poland,
10297,,Tyumen,,Europe>Russia,
10298,,Uberlandia,,"South America>Brazil",
10299,,"Ubon Ratchathani",,Asia>Thailand,
10300,,Ubud,,Asia>Indonesia,
10301,,Udaipur,,Asia>India,
10302,,Udine,,Europe>Italy,
10303,,"Udon Thani",,Asia>Thailand,
10304,,Udupi,,Asia>India,
10305,,Ufa,,Europe>Russia,
10306,,Ujjain,,Asia>India,
10307,,Ulaanbaatar,,Asia>Mongolia,
10308,,"Ulan Ude",,Europe>Russia,
10309,,Ulhasnagar,,Asia>India,
10310,,Ulm,,Europe>Germany,
10311,,Ulsan,,"Asia>South Korea",
10312,,Ulyanovsk,,Europe>Russia,
10313,,Umea,,Europe>Sweden,
10314,,Upington,,"Africa>South Africa",
10315,,Uppsala,,Europe>Sweden,
10316,,Uralsk,,Europe>Kazakhstan,
10317,,Urumqi,,Asia>China,
10318,,"Usti nad Labem",,"Europe>Czech Republic",
10319,,Utila,,"North America>Honduras",
10320,,Utrecht,,Europe>Netherlands,
10321,,Uzhhorod,,Europe>Ukraine,
10322,,Vaasa,,Europe>Finland,
10323,,Vac,,Europe>Hungary,
10324,,Vacoas,,Africa>Mauritius,
10325,,Vadodara,,Asia>India,
10326,,Vaduz,,Europe>Liechtenstein,
10327,,Valdivia,,"South America>Chile",
10328,,Valencia,,Europe>Spain,
10329,,Valencia,,"South America>Venezuela",
10330,,Valenzuela,,Asia>Philippines,
10331,,Valladolid,,Europe>Spain,
10332,,Valletta,,Europe>Malta,
10333,,Valmiera,,Europe>Latvia,
10334,,Valsad,,Asia>India,
10335,,Vanderbijlpark,,"Africa>South Africa",
10336,,Vantaa,,Europe>Finland,
10337,,Vapi,,Asia>India,
10338,,Varanasi,,Asia>India,
10339,,Varazdin,,Europe>Croatia,
10340,,Varberg,,Europe>Sweden,
10341,,Varese,,Europe>Italy,
10342,,Varna,,Europe>Bulgaria,
10343,,Vasai,,Asia>India,
10344,,Vaslui,,Europe>Romania,
10345,,Vasteras,,Europe>Sweden,
10346,,"Vatican City",,"Europe>Vatican City",
10347,,Vaughan,,"North America>Canada",
10348,,Vaxjo,,Europe>Sweden,
10349,,Vejle,,Europe>Denmark,
10350,,Veles,,"Europe>North Macedonia",
10351,,"Veliko Tarnovo",,Europe>Bulgaria,
10352,,"Veliky Novgorod",,Europe>Russia,
10353,,Vellore,,Asia>India,
10354,,Venlo,,Europe>Netherlands,
10355,,Ventspils,,Europe>Latvia,
10356,,Veracruz,,"North America>Mexico",
10357,,"Vernon, BC",,"North America>Canada",
10358,,Verona,,Europe>Italy,
10359,,Versailles,,Europe>France,
10360,,Veszprem,,Europe>Hungary,
10361,,Vetlanda,,Europe>Sweden,
10362,,Vevey,,Europe>Switzerland,
10363,,"Viana do Castelo",,Europe>Portugal,
10364,,Viborg,,Europe>Denmark,
10365,,Vicenza,,Europe>Italy,
10366,,Victoria,,"North America>Canada",
10367,,Victoria,,Africa>Seychelles,
10369,,Vientiane,,Asia>Laos,
10370,,Vigo,,Europe>Spain,
10371,,Vijayawada,,Asia>India,
10372,,"Vila Nova de Gaia",,Europe>Portugal,
10373,,"Vila Real",,Europe>Portugal,
10374,,"Vila Velha",,"South America>Brazil",
10375,,"Vilanova i la Geltru",,Europe>Spain,
10376,,Villach,,Europe>Austria,
10377,,Villahermosa,,"North America>Mexico",
10378,,Villavicencio,,"South America>Colombia",
10379,,Vilnius,,Europe>Lithuania,
10380,,"Vina del Mar",,"South America>Chile",
10381,,Vinkovci,,Europe>Croatia,
10382,,Vinnytsia,,Europe>Ukraine,
10383,,Visakhapatnam,,Asia>India,
10384,,Viseu,,Europe>Portugal,
10385,,Viterbo,,Europe>Italy,
10386,,Vitoria,,"South America>Brazil",
10387,,Vitoria-Gasteiz,,Europe>Spain,
10388,,Vizianagaram,,Asia>India,
10389,,Vladikavkaz,,Europe>Russia,
10390,,Vladimir,,Europe>Russia,
10391,,Vladivostok,,Europe>Russia,
10392,,Vlore,,Europe>Albania,
10393,,Volgograd,,Europe>Russia,
10394,,Vologda,,Europe>Russia,
10395,,Volos,,Europe>Greece,
10396,,Volzhsky,,Europe>Russia,
10397,,Voronezh,,Europe>Russia,
10398,,Vranje,,Europe>Serbia,
10399,,Vratsa,,Europe>Bulgaria,
10400,,Vredenburg,,"Africa>South Africa",
10401,,Vukovar,,Europe>Croatia,
10402,,"Vung Tau",,Asia>Vietnam,
10403,,Wageningen,,Europe>Netherlands,
10404,,"Wagga Wagga",,Oceania>Australia,
10405,,Wakefield,,"Europe>United Kingdom",
10406,,Walbrzych,,Europe>Poland,
10407,,Walsall,,"Europe>United Kingdom",
10408,,"Walvis Bay",,Africa>Namibia,
10409,,Wandsworth,,"Europe>United Kingdom",
10410,,Wanneroo,,Oceania>Australia,
10411,,Warangal,,Asia>India,
10412,,Warragul,,Oceania>Australia,
10413,,Warri,,Africa>Nigeria,
10414,,Warrington,,"Europe>United Kingdom",
10415,,Warrnambool,,Oceania>Australia,
10417,,Warwick,,"Europe>United Kingdom",
10418,,Waterford,,Europe>Ireland,
10419,,Watford,,"Europe>United Kingdom",
10420,,Welkom,,"Africa>South Africa",
10421,,Welland,,"North America>Canada",
10422,,Wellington,,"Oceania>New Zealand",
10423,,"Welwyn Garden City",,"Europe>United Kingdom",
10424,,Wenzhou,,Asia>China,
10425,,Westminster,,"Europe>United Kingdom",
10426,,Weston-super-Mare,,"Europe>United Kingdom",
10427,,Wexford,,Europe>Ireland,
10428,,Whanganui,,"Oceania>New Zealand",
10429,,Whangarei,,"Oceania>New Zealand",
10430,,Whistler,,"North America>Canada",
10431,,"Whitby, ON",,"North America>Canada",
10432,,"Whitecourt, AB",,"North America>Canada",
10433,,Whitehorse,,"North America>Canada",
10434,,Wicklow,,Europe>Ireland,
10435,,"Wiener Neustadt",,Europe>Austria,
10436,,Wiesbaden,,Europe>Germany,
10437,,Wigan,,"Europe>United Kingdom",
10438,,Willemstad,,"South America>Curacao",
10439,,"Williams Lake, BC",,"North America>Canada",
10440,,Winchester,,"Europe>United Kingdom",
10441,,Windhoek,,Africa>Namibia,
10442,,Windsor,,"North America>Canada",
10443,,Winnipeg,,"North America>Canada",
10444,,Winterthur,,Europe>Switzerland,
10445,,Witbank,,"Africa>South Africa",
10446,,Woking,,"Europe>United Kingdom",
10447,,Wokingham,,"Europe>United Kingdom",
10448,,Wolfsburg,,Europe>Germany,
10449,,Wolfville,,"North America>Canada",
10450,,Wollongong,,Oceania>Australia,
10451,,Wolverhampton,,"Europe>United Kingdom",
10452,,Woodstock,,"North America>Canada",
10453,,Worthing,,"Europe>United Kingdom",
10454,,Wrexham,,"Europe>United Kingdom",
10455,,Wroclaw,,Europe>Poland,
10456,,Wuerzburg,,Europe>Germany,
10457,,Wuhan,,Asia>China,
10458,,Wuppertal,,Europe>Germany,
10459,,Wuxi,,Asia>China,
10460,,"Xalapa, Veracruz",,"North America>Mexico",
10461,,Xanthi,,Europe>Greece,
10462,,Xi'an,,Asia>China,
10463,,Xiamen,,Asia>China,
10464,,Yakutsk,,Europe>Russia,
10465,,Yalova,,Europe>Turkey,
10466,,Yambol,,Europe>Bulgaria,
10467,,"Yanbu' Al Bahr",,"Asia>Saudi Arabia",
10468,,Yangon,,Asia|Africa>Myanmar,
10469,,Yantai,,Asia>China,
10470,,Yaounde,,Africa>Cameroon,
10471,,Yaroslavl,,Europe>Russia,
10472,,Yekaterinburg,,Europe>Russia,
10473,,Yellowknife,,"North America>Canada",
10474,,Yeovil,,"Europe>United Kingdom",
10475,,Yerevan,,Asia>Armenia,
10476,,Yogyakarta,,Asia>Indonesia,
10477,,Yokohama,,Asia>Japan,
10478,,Yoshkar-Ola,,Europe>Russia,
10479,,Yuzhno-Sakhalinsk,,Europe>Russia,
10480,,Zabrze,,Europe>Poland,
10481,,Zacatecas,,"North America>Mexico",
10482,,Zadar,,Europe>Croatia,
10483,,Zagreb,,Europe>Croatia,
10484,,Zakynthos,,Europe>Greece,
10485,,Zalaegerszeg,,Europe>Hungary,
10486,,Zalau,,Europe>Romania,
10487,,Zamboanga,,Asia>Philippines,
10488,,Zanzibar,,Africa>Tanzania,
10489,,Zapopan,,"North America>Mexico",
10490,,Zaporizhzhya,,Europe>Ukraine,
10491,,"Zaragoza (Saragossa)",,Europe>Spain,
10492,,Zeist,,Europe>Netherlands,
10493,,Zenica,,"Europe>Bosnia and Herzegovina",
10494,,Zhengzhou,,Asia>China,
10495,,Zhenjiang,,Asia>China,
10496,,"Zhongli City (Jhongli)",,Asia>Taiwan,
10497,,Zhongshan,,Asia>China,
10498,,"Zhubei City",,Asia>Taiwan,
10499,,Zhuhai,,Asia>China,
10500,,Zhytomyr,,Europe>Ukraine,
10501,,"Zielona Gora",,Europe>Poland,
10502,,"Zikhron Ya'akov",,Asia>Israel,
10503,,Zilina,,Europe>Slovakia,
10504,,Zlin,,"Europe>Czech Republic",
10505,,Zonguldak,,Europe>Turkey,
10506,,Zrenjanin,,Europe>Serbia,
10507,,Zug,,Europe>Switzerland,
10509,,Zvolen,,Europe>Slovakia,
10510,,Zwolle,,Europe>Netherlands,
10639,,Arab,,"North America>United States of America>Alabama",
10816,,"Saint Petersburg",,Europe>Russia,
10859,,Naples,,Europe>Italy,
10882,,"Bocas del Toro",,"North America>Panama",
10921,,"29 Palms",,"North America>United States of America>California",
10924,,Abbeville,,"North America>United States of America>Alabama",
10925,,Abbeville,,"North America>United States of America>Louisiana",
10926,,Aberdeen,,"North America>United States of America>South Dakota",
10927,,Aberdeen,,"North America>United States of America>Maryland",
10928,,Aberdeen,,"North America>United States of America>Washington",
10929,,"Aberdeen Twp",,"North America>United States of America>New Jersey",
10930,,Abington,,"North America>United States of America>Massachusetts",
10931,,"Absecon City And Egg Harbor Township",,"North America>United States of America>New Jersey",
10932,,"Acadia Parish",,"North America>United States of America>Louisiana",
10933,,Ada,,"North America>United States of America>Oklahoma",
10934,,"Adams County",,"North America>United States of America>Colorado",
10935,,"Adams County",,"North America>United States of America>Ohio",
10936,,Addison,,"North America>United States of America>Illinois",
10937,,Addison,,"North America>United States of America>Texas",
10938,,Adelanto,,"North America>United States of America>California",
10939,,Adrian,,"North America>United States of America>Michigan",
10940,,Agawam,,"North America>United States of America>Massachusetts",
10941,,Aiken,,"North America>United States of America>South Carolina",
10942,,Alabaster,,"North America>United States of America>Alabama",
10943,,Alamo,,"North America>United States of America>Texas",
10944,,Albany,,"North America>United States of America>Georgia",
10945,,Albany,,"North America>United States of America>Kentucky",
10946,,Albemarle,,"North America>United States of America>North Carolina",
10947,,"Albemarle County",,"North America>United States of America>Virginia",
10948,,"Albert Lea",,"North America>United States of America>Minnesota",
10949,,Albertville,,"North America>United States of America>Alabama",
10950,,Albertville,,"North America>United States of America>Minnesota",
10951,,Albion,,"North America>United States of America>New York",
10952,,Alcoa,,"North America>United States of America>Tennessee",
10953,,"Alexander City",,"North America>United States of America>Alabama",
10954,,Alexandria,,"North America>United States of America>Alabama",
10955,,Alexandria,,"North America>United States of America>Minnesota",
10956,,Algonquin,,"North America>United States of America>Illinois",
10957,,Alhambra,,"North America>United States of America>California",
10958,,Alice,,"North America>United States of America>Texas",
10959,,Aliquippa,,"North America>United States of America>Pennsylvania",
10960,,"Allegheny County",,"North America>United States of America>Pennsylvania",
10961,,"Allen County",,"North America>United States of America>Kentucky",
10962,,"Allen Park",,"North America>United States of America>Michigan",
10963,,Allendale,,"North America>United States of America>Michigan",
10964,,Alliance,,"North America>United States of America>Ohio",
10965,,Alpena,,"North America>United States of America>Michigan",
10966,,"Alpine Boro",,"North America>United States of America>New Jersey",
10967,,Alsip,,"North America>United States of America>Illinois",
10968,,"Altamonte Springs",,"North America>United States of America>Florida",
10969,,Altoona,,"North America>United States of America>Iowa",
10970,,Altoona,,"North America>United States of America>Pennsylvania",
10971,,Altus,,"North America>United States of America>Oklahoma",
10972,,Alvin,,"North America>United States of America>Texas",
10973,,Ambler,,"North America>United States of America>Pennsylvania",
10974,,Ambridge,,"North America>United States of America>Pennsylvania",
10975,,"American Canyon",,"North America>United States of America>California",
10976,,Americus,,"North America>United States of America>Georgia",
10977,,Amesbury,,"North America>United States of America>Massachusetts",
10978,,Amherst,,"North America>United States of America>New York",
10979,,Amherst,,"North America>United States of America>Ohio",
10980,,"Amherst County",,"North America>United States of America>Virginia",
10981,,Ammon,,"North America>United States of America>Idaho",
10982,,Amsterdam,,"North America>United States of America>New York",
10983,,Andalusia,,"North America>United States of America>Alabama",
10984,,Anderson,,"North America>United States of America>Indiana",
10985,,"Anderson County",,"North America>United States of America>South Carolina",
10986,,Andover,,"North America>United States of America>Minnesota",
10987,,Andrew,,"North America>United States of America>Missouri",
10988,,Andrews,,"North America>United States of America>Texas",
10989,,"Angelina County",,"North America>United States of America>Texas",
10990,,Angleton,,"North America>United States of America>Texas",
10991,,Angola,,"North America>United States of America>New York",
10992,,Anna,,"North America>United States of America>Texas",
10993,,"Anne Arundel County",,"North America>United States of America>Maryland",
10994,,Anniston,,"North America>United States of America>Alabama",
10995,,Anoka,,"North America>United States of America>Minnesota",
10996,,Ansonia,,"North America>United States of America>Connecticut",
10998,,Anthem,,"North America>United States of America>Arizona",
10999,,Antioch,,"North America>United States of America>Illinois",
11000,,"Apache Junction",,"North America>United States of America>Arizona",
11001,,Apex,,"North America>United States of America>North Carolina",
11002,,Apopka,,"North America>United States of America>Florida",
11003,,"Apple Valley",,"North America>United States of America>Minnesota",
11004,,"Arapahoe County",,"North America>United States of America>Colorado",
11005,,Arcadia,,"North America>United States of America>California",
11006,,Arcadia,,"North America>United States of America>Oklahoma",
11007,,Arcata,,"North America>United States of America>California",
11008,,Archdale,,"North America>United States of America>North Carolina",
11009,,"Archuleta County",,"North America>United States of America>Colorado",
11010,,Ardmore,,"North America>United States of America>Oklahoma",
11011,,"Arkansas City",,"North America>United States of America>Kansas",
11012,,"Arkansas County",,"North America>United States of America>Arkansas",
11013,,Arlington,,"North America>United States of America>Massachusetts",
11014,,Arlington,,"North America>United States of America>Washington",
11015,,"Arlington Heights",,"North America>United States of America>Illinois",
11016,,"Arroyo Grande",,"North America>United States of America>California",
11017,,Artesia,,"North America>United States of America>California",
11018,,Artesia,,"North America>United States of America>New Mexico",
11019,,Arvada,,"North America>United States of America>Colorado",
11020,,Arvin,,"North America>United States of America>California",
11021,,Asheboro,,"North America>United States of America>North Carolina",
11022,,Ashland,,"North America>United States of America>Kentucky",
11023,,Ashland,,"North America>United States of America>Massachusetts",
11024,,Ashland,,"North America>United States of America>Ohio",
11025,,Ashland,,"North America>United States of America>Oregon",
11026,,"Ashtabula County",,"North America>United States of America>Ohio",
11027,,"Asotin County",,"North America>United States of America>Washington",
11028,,Aspen,,"North America>United States of America>Colorado",
11029,,"Assumption Parish",,"North America>United States of America>Louisiana",
11030,,Atascosa,,"North America>United States of America>Texas",
11031,,Atchison,,"North America>United States of America>Kansas",
11032,,Athens,,"North America>United States of America>Alabama",
11033,,Athens,,"North America>United States of America>Tennessee",
11034,,Athens,,"North America>United States of America>Texas",
11035,,"Athens County",,"North America>United States of America>Ohio",
11036,,Athol,,"North America>United States of America>Massachusetts",
11037,,"Atlantic Beach",,"North America>United States of America>Florida",
11038,,"Atlantic City",,"North America>United States of America>New Jersey",
11039,,Atmore,,"North America>United States of America>Alabama",
11040,,Atoka,,"North America>United States of America>Tennessee",
11041,,Attleboro,,"North America>United States of America>Massachusetts",
11042,,Atwater,,"North America>United States of America>California",
11043,,Auburn,,"North America>United States of America>California",
11044,,Auburn,,"North America>United States of America>Indiana",
11045,,Auburn,,"North America>United States of America>Maine",
11046,,Auburn,,"North America>United States of America>Massachusetts",
11047,,Auburn,,"North America>United States of America>New York",
11048,,Auburn,,"North America>United States of America>Washington",
11049,,"Auburn Hills",,"North America>United States of America>Michigan",
11050,,Auburndale,,"North America>United States of America>Florida",
11051,,"Audubon Boro",,"North America>United States of America>New Jersey",
11052,,"Auglaize County",,"North America>United States of America>Ohio",
11053,,"Augusta County",,"North America>United States of America>Virginia",
11054,,Aurora,,"North America>United States of America>Ohio",
11055,,Austin,,"North America>United States of America>Indiana",
11056,,Austin,,"North America>United States of America>Minnesota",
11057,,"Avalon Boro",,"North America>United States of America>New Jersey",
11058,,"Avalon Boro",,"North America>United States of America>South Dakota",
11059,,Avenal,,"North America>United States of America>California",
11060,,Avon,,"North America>United States of America>Connecticut",
11062,,Avon,,"North America>United States of America>Ohio",
11063,,Avon,,"North America>United States of America>South Dakota",
11064,,"Avon Lake",,"North America>United States of America>Ohio",
11065,,"Avon Park",,"North America>United States of America>Florida",
11066,,Azle,,"North America>United States of America>Texas",
11067,,Azusa,,"North America>United States of America>California",
11068,,Babylon,,"North America>United States of America>New York",
11070,,Bainbridge,,"North America>United States of America>Georgia",
11071,,Baker,,"North America>United States of America>Louisiana",
11072,,"Baker Heights",,"North America>United States of America>West Virginia",
11073,,"Balch Springs",,"North America>United States of America>Texas",
11074,,"Baldwin County",,"North America>United States of America>Georgia",
11075,,Ballston,,"North America>United States of America>New York",
11076,,Banning,,"North America>United States of America>California",
11077,,Baraboo,,"North America>United States of America>Wisconsin",
11078,,Barbourville,,"North America>United States of America>Kentucky",
11079,,Bardstown,,"North America>United States of America>Kentucky",
11080,,Bargersville,,"North America>United States of America>Indiana",
11081,,"Barksdale Afb",,"North America>United States of America>Louisiana",
11082,,"Barnegat Twp.",,"North America>United States of America>New Jersey",
