id,"City name",Categories,Title
8443,"Caldas da Rainha",Europe>Portugal,"Is Caldas da Rainha Tap Water Safe to Drink?"
8444,Calgary,"North America>Canada","Is Calgary Tap Water Safe to Drink?"
8445,Cali,"South America>Colombia","Is Cali Tap Water Safe to Drink?"
8446,Caloocan,Asia>Philippines,"Is Caloocan Tap Water Safe to Drink?"
8447,"Calp (Calpe)",Europe>Spain,"Is Calp (Calpe) Tap Water Safe to Drink?"
8448,Camberley,"Europe>United Kingdom","Is Camberley Tap Water Safe to Drink?"
8449,Cambridge,"North America>Canada","Is Cambridge Tap Water Safe to Drink?"
8450,Cambridge,"Oceania>New Zealand","Is Cambridge Tap Water Safe to Drink?"
8451,Cambridge,"Europe>United Kingdom","Is Cambridge Tap Water Safe to Drink?"
8452,"Campbellton, NB","North America>Canada","Is Campbellton, NB Tap Water Safe to Drink?"
8453,Campeche,"North America>Mexico","Is Campeche Tap Water Safe to Drink?"
8454,Campina,Europe>Romania,"Is Campina Tap Water Safe to Drink?"
8455,Campinas,"South America>Brazil","Is Campinas Tap Water Safe to Drink?"
8456,"Campo Grande","South America>Brazil","Is Campo Grande Tap Water Safe to Drink?"
8457,Camrose,"North America>Canada","Is Camrose Tap Water Safe to Drink?"
8458,Canakkale,Europe>Turkey,"Is Canakkale Tap Water Safe to Drink?"
8459,"Canary Islands",Europe>Spain,"Is Canary Islands Tap Water Safe to Drink?"
8460,Canberra,Oceania>Australia,"Is Canberra Tap Water Safe to Drink?"
8461,Cancun,"North America>Mexico","Is Cancun Tap Water Safe to Drink?"
8462,Canterbury,"Europe>United Kingdom","Is Canterbury Tap Water Safe to Drink?"
8465,Cardiff,"Europe>United Kingdom","Is Cardiff Tap Water Safe to Drink?"
8466,Carlisle,"Europe>United Kingdom","Is Carlisle Tap Water Safe to Drink?"
8467,Carlow,Europe>Ireland,"Is Carlow Tap Water Safe to Drink?"
8468,Carlton,Oceania>Australia,"Is Carlton Tap Water Safe to Drink?"
8469,Carmarthen,"Europe>United Kingdom","Is Carmarthen Tap Water Safe to Drink?"
8470,Carolina,"North America>Puerto Rico","Is Carolina Tap Water Safe to Drink?"
8472,Cartagena,Europe>Spain,"Is Cartagena Tap Water Safe to Drink?"
8473,Cartago,"North America>Costa Rica","Is Cartago Tap Water Safe to Drink?"
8475,Cascais,Europe>Portugal,"Is Cascais Tap Water Safe to Drink?"
8476,Caserta,Europe>Italy,"Is Caserta Tap Water Safe to Drink?"
8477,"Castello de la Plana",Europe>Spain,"Is Castello de la Plana Tap Water Safe to Drink?"
8478,"Castelo Branco",Europe>Portugal,"Is Castelo Branco Tap Water Safe to Drink?"
8479,"Castlegar, BC","North America>Canada","Is Castlegar, BC Tap Water Safe to Drink?"
8480,Castletown,"Europe>Isle of Man","Is Castletown Tap Water Safe to Drink?"
8481,Castries,"North America>Saint Lucia","Is Castries Tap Water Safe to Drink?"
8482,Catania,Europe>Italy,"Is Catania Tap Water Safe to Drink?"
8483,Catanzaro,Europe>Italy,"Is Catanzaro Tap Water Safe to Drink?"
8484,Cavite,Asia>Philippines,"Is Cavite Tap Water Safe to Drink?"
8485,"Caxias do Sul","South America>Brazil","Is Caxias do Sul Tap Water Safe to Drink?"
8486,Cayey,"North America>Puerto Rico","Is Cayey Tap Water Safe to Drink?"
8487,Cebu,Asia>Philippines,"Is Cebu Tap Water Safe to Drink?"
8488,Celaya,"North America>Mexico","Is Celaya Tap Water Safe to Drink?"
8489,Celje,Europe>Slovenia,"Is Celje Tap Water Safe to Drink?"
8490,"Centurion (Verwoerdburg)","Africa>South Africa","Is Centurion (Verwoerdburg) Tap Water Safe to Drink?"
8491,Cergy,Europe>France,"Is Cergy Tap Water Safe to Drink?"
8492,Cesena,Europe>Italy,"Is Cesena Tap Water Safe to Drink?"
8493,"Ceske Budejovice","Europe>Czech Republic","Is Ceske Budejovice Tap Water Safe to Drink?"
8494,Chaguanas,"South America>Trinidad and Tobago","Is Chaguanas Tap Water Safe to Drink?"
8495,Chandigarh,Asia>India,"Is Chandigarh Tap Water Safe to Drink?"
8496,Changchun,Asia>China,"Is Changchun Tap Water Safe to Drink?"
8497,Changsha,Asia>China,"Is Changsha Tap Water Safe to Drink?"
8498,Changzhou,Asia>China,"Is Changzhou Tap Water Safe to Drink?"
8499,Chania,Europe>Greece,"Is Chania Tap Water Safe to Drink?"
8500,Chapala,"North America>Mexico","Is Chapala Tap Water Safe to Drink?"
8501,Charleroi,Europe>Belgium,"Is Charleroi Tap Water Safe to Drink?"
8502,"Charlotte Amalie","North America>US Virgin Islands","Is Charlotte Amalie Tap Water Safe to Drink?"
8503,Charlottetown,"North America>Canada","Is Charlottetown Tap Water Safe to Drink?"
8504,Chatham,"Europe>United Kingdom","Is Chatham Tap Water Safe to Drink?"
8505,Chatham-Kent,"North America>Canada","Is Chatham-Kent Tap Water Safe to Drink?"
8506,Cheboksary,Europe>Russia,"Is Cheboksary Tap Water Safe to Drink?"
8507,Chelmsford,"Europe>United Kingdom","Is Chelmsford Tap Water Safe to Drink?"
8508,Cheltenham,"Europe>United Kingdom","Is Cheltenham Tap Water Safe to Drink?"
8509,Chelyabinsk,Europe>Russia,"Is Chelyabinsk Tap Water Safe to Drink?"
8510,Chemnitz,Europe>Germany,"Is Chemnitz Tap Water Safe to Drink?"
8511,Chengdu,Asia>China,"Is Chengdu Tap Water Safe to Drink?"
8512,Chennai,Asia>India,"Is Chennai Tap Water Safe to Drink?"
8513,Cheonan,"Asia>South Korea","Is Cheonan Tap Water Safe to Drink?"
8514,Cherepovets,Europe>Russia,"Is Cherepovets Tap Water Safe to Drink?"
8515,Cherkasy,Europe>Ukraine,"Is Cherkasy Tap Water Safe to Drink?"
8516,Chernihiv,Europe>Ukraine,"Is Chernihiv Tap Water Safe to Drink?"
8517,Chernivtsi,Europe>Ukraine,"Is Chernivtsi Tap Water Safe to Drink?"
8518,Chester,"Europe>United Kingdom","Is Chester Tap Water Safe to Drink?"
8519,Chesterfield,"Europe>United Kingdom","Is Chesterfield Tap Water Safe to Drink?"
8521,"Chiang Rai",Asia>Thailand,"Is Chiang Rai Tap Water Safe to Drink?"
8522,Chiayi,Asia>Taiwan,"Is Chiayi Tap Water Safe to Drink?"
8523,Chiba,Asia>Japan,"Is Chiba Tap Water Safe to Drink?"
8524,Chiclayo,"South America>Peru","Is Chiclayo Tap Water Safe to Drink?"
8525,Chihuahua,"North America>Mexico","Is Chihuahua Tap Water Safe to Drink?"
8526,Chillan,"South America>Chile","Is Chillan Tap Water Safe to Drink?"
8527,Chilliwack,"North America>Canada","Is Chilliwack Tap Water Safe to Drink?"
8528,Chios,Europe>Greece,"Is Chios Tap Water Safe to Drink?"
8529,Chipata,Africa>Zambia,"Is Chipata Tap Water Safe to Drink?"
8530,Chisinau,Europe>Moldova,"Is Chisinau Tap Water Safe to Drink?"
8532,Chittoor,Asia>India,"Is Chittoor Tap Water Safe to Drink?"
8533,"Chon Buri",Asia>Thailand,"Is Chon Buri Tap Water Safe to Drink?"
8534,Chongqing,Asia>China,"Is Chongqing Tap Water Safe to Drink?"
8535,Chorzow,Europe>Poland,"Is Chorzow Tap Water Safe to Drink?"
8536,Christchurch,"Oceania>New Zealand","Is Christchurch Tap Water Safe to Drink?"
8537,Christiansted,"North America>US Virgin Islands","Is Christiansted Tap Water Safe to Drink?"
8538,Chur,Europe>Switzerland,"Is Chur Tap Water Safe to Drink?"
8539,"Ciudad Juarez","North America>Mexico","Is Ciudad Juarez Tap Water Safe to Drink?"
8540,"Ciudad Obregon","North America>Mexico","Is Ciudad Obregon Tap Water Safe to Drink?"
8541,"Ciudad Real",Europe>Spain,"Is Ciudad Real Tap Water Safe to Drink?"
8542,Cleethorpes,"Europe>United Kingdom","Is Cleethorpes Tap Water Safe to Drink?"
8543,Clermont-Ferrand,Europe>France,"Is Clermont-Ferrand Tap Water Safe to Drink?"
8544,Clonmel,Europe>Ireland,"Is Clonmel Tap Water Safe to Drink?"
8545,Cluj-Napoca,Europe>Romania,"Is Cluj-Napoca Tap Water Safe to Drink?"
8546,Coburg,Europe>Germany,"Is Coburg Tap Water Safe to Drink?"
8547,Cochabamba,"South America>Bolivia","Is Cochabamba Tap Water Safe to Drink?"
8548,Cochrane,"North America>Canada","Is Cochrane Tap Water Safe to Drink?"
8549,Coimbatore,Asia>India,"Is Coimbatore Tap Water Safe to Drink?"
8550,Coimbra,Europe>Portugal,"Is Coimbra Tap Water Safe to Drink?"
8551,Colchester,"Europe>United Kingdom","Is Colchester Tap Water Safe to Drink?"
8552,"Cold Lake","North America>Canada","Is Cold Lake Tap Water Safe to Drink?"
8553,Colima,"North America>Mexico","Is Colima Tap Water Safe to Drink?"
8554,Cologne,Europe>Germany,"Is Cologne Tap Water Safe to Drink?"
8555,Colombo,"Asia>Sri Lanka","Is Colombo Tap Water Safe to Drink?"
8556,Como,Europe>Italy,"Is Como Tap Water Safe to Drink?"
8557,"Comox, BC","North America>Canada","Is Comox, BC Tap Water Safe to Drink?"
8558,Conakry,Africa>Guinea,"Is Conakry Tap Water Safe to Drink?"
8559,Concepcion,"South America>Chile","Is Concepcion Tap Water Safe to Drink?"
8560,Constanta,Europe>Romania,"Is Constanta Tap Water Safe to Drink?"
8561,Constantine,Africa>Algeria,"Is Constantine Tap Water Safe to Drink?"
8563,Coquitlam,"North America>Canada","Is Coquitlam Tap Water Safe to Drink?"
8564,Corby,"Europe>United Kingdom","Is Corby Tap Water Safe to Drink?"
8565,Cordoba,"South America>Argentina","Is Cordoba Tap Water Safe to Drink?"
8566,Cordoba,Europe>Spain,"Is Cordoba Tap Water Safe to Drink?"
8567,Corfu,Europe>Greece,"Is Corfu Tap Water Safe to Drink?"
8568,Corinth,Europe>Greece,"Is Corinth Tap Water Safe to Drink?"
8569,Cork,Europe>Ireland,"Is Cork Tap Water Safe to Drink?"
8570,"Corner Brook","North America>Canada","Is Corner Brook Tap Water Safe to Drink?"
8571,"Cornwall, ON","North America>Canada","Is Cornwall, ON Tap Water Safe to Drink?"
8572,Coronado,"North America>Panama","Is Coronado Tap Water Safe to Drink?"
8573,Corunna,Europe>Spain,"Is Corunna Tap Water Safe to Drink?"
8574,Cosenza,Europe>Italy,"Is Cosenza Tap Water Safe to Drink?"
8575,Cotonou,Africa>Benin,"Is Cotonou Tap Water Safe to Drink?"
8576,Courtenay,"North America>Canada","Is Courtenay Tap Water Safe to Drink?"
8577,Couva,"South America>Trinidad and Tobago","Is Couva Tap Water Safe to Drink?"
8578,Coventry,"Europe>United Kingdom","Is Coventry Tap Water Safe to Drink?"
8579,Covilha,Europe>Portugal,"Is Covilha Tap Water Safe to Drink?"
8580,Cozumel,"North America>Mexico","Is Cozumel Tap Water Safe to Drink?"
8581,Craiova,Europe>Romania,"Is Craiova Tap Water Safe to Drink?"
8582,Cranbrook,"North America>Canada","Is Cranbrook Tap Water Safe to Drink?"
8583,Crawley,"Europe>United Kingdom","Is Crawley Tap Water Safe to Drink?"
8584,Crete,Europe>Greece,"Is Crete Tap Water Safe to Drink?"
8585,Croydon,"Europe>United Kingdom","Is Croydon Tap Water Safe to Drink?"
8586,Cucuta,"South America>Colombia","Is Cucuta Tap Water Safe to Drink?"
8587,Cuenca,"South America>Ecuador","Is Cuenca Tap Water Safe to Drink?"
8588,Cuernavaca,"North America>Mexico","Is Cuernavaca Tap Water Safe to Drink?"
8589,Cuiaba,"South America>Brazil","Is Cuiaba Tap Water Safe to Drink?"
8590,Culiacan,"North America>Mexico","Is Culiacan Tap Water Safe to Drink?"
8591,Cumbria,"Europe>United Kingdom","Is Cumbria Tap Water Safe to Drink?"
8592,Curepipe,Africa>Mauritius,"Is Curepipe Tap Water Safe to Drink?"
8593,Curitiba,"South America>Brazil","Is Curitiba Tap Water Safe to Drink?"
8594,Cusco,"South America>Peru","Is Cusco Tap Water Safe to Drink?"
8595,"Cyberjaya, Selangor",Asia>Malaysia,"Is Cyberjaya, Selangor Tap Water Safe to Drink?"
8596,Czestochowa,Europe>Poland,"Is Czestochowa Tap Water Safe to Drink?"
8597,"Da Lat",Asia>Vietnam,"Is Da Lat Tap Water Safe to Drink?"
8598,"Da Nang",Asia>Vietnam,"Is Da Nang Tap Water Safe to Drink?"
8599,Daegu,"Asia>South Korea","Is Daegu Tap Water Safe to Drink?"
8600,Daejeon,"Asia>South Korea","Is Daejeon Tap Water Safe to Drink?"
8601,Dahab,Africa>Egypt,"Is Dahab Tap Water Safe to Drink?"
8602,Dakar,Africa>Senegal,"Is Dakar Tap Water Safe to Drink?"
8603,Dalian,Asia>China,"Is Dalian Tap Water Safe to Drink?"
8604,Damascus,Asia>Syria,"Is Damascus Tap Water Safe to Drink?"
8605,"Damietta (Dumyat)",Africa>Egypt,"Is Damietta (Dumyat) Tap Water Safe to Drink?"
8606,"Dar es Salaam",Africa>Tanzania,"Is Dar es Salaam Tap Water Safe to Drink?"
8607,Darlington,"Europe>United Kingdom","Is Darlington Tap Water Safe to Drink?"
8608,Darmstadt,Europe>Germany,"Is Darmstadt Tap Water Safe to Drink?"
8609,Dartford,"Europe>United Kingdom","Is Dartford Tap Water Safe to Drink?"
8610,Darwin,Oceania>Australia,"Is Darwin Tap Water Safe to Drink?"
8611,Daugavpils,Europe>Latvia,"Is Daugavpils Tap Water Safe to Drink?"
8612,"Davanagere (Davangere)",Asia>India,"Is Davanagere (Davangere) Tap Water Safe to Drink?"
8613,Davao,Asia>Philippines,"Is Davao Tap Water Safe to Drink?"
8614,David,"North America>Panama","Is David Tap Water Safe to Drink?"
8615,"Dawson City","North America>Canada","Is Dawson City Tap Water Safe to Drink?"
8616,Debrecen,Europe>Hungary,"Is Debrecen Tap Water Safe to Drink?"
8617,Decin,"Europe>Czech Republic","Is Decin Tap Water Safe to Drink?"
8618,"Dee Why",Oceania>Australia,"Is Dee Why Tap Water Safe to Drink?"
8619,"Dehiwala-Mount Lavinia","Asia>Sri Lanka","Is Dehiwala-Mount Lavinia Tap Water Safe to Drink?"
8620,Dehradun,Asia>India,"Is Dehradun Tap Water Safe to Drink?"
8621,Delft,Europe>Netherlands,"Is Delft Tap Water Safe to Drink?"
8622,Delhi,Asia>India,"Is Delhi Tap Water Safe to Drink?"
8623,"Delta, BC","North America>Canada","Is Delta, BC Tap Water Safe to Drink?"
8624,Denia,Europe>Spain,"Is Denia Tap Water Safe to Drink?"
8625,Denizli,Europe>Turkey,"Is Denizli Tap Water Safe to Drink?"
8626,Denpasar,Asia>Indonesia,"Is Denpasar Tap Water Safe to Drink?"
8627,Depok,Asia>Indonesia,"Is Depok Tap Water Safe to Drink?"
8628,Derby,"Europe>United Kingdom","Is Derby Tap Water Safe to Drink?"
8629,Dessau,Europe>Germany,"Is Dessau Tap Water Safe to Drink?"
8630,Deva,Europe>Romania,"Is Deva Tap Water Safe to Drink?"
8631,Deventer,Europe>Netherlands,"Is Deventer Tap Water Safe to Drink?"
8632,Devonshire,"North America>Bermuda","Is Devonshire Tap Water Safe to Drink?"
8633,Dhahran,"Asia>Saudi Arabia","Is Dhahran Tap Water Safe to Drink?"
8635,Dhanbad,Asia>India,"Is Dhanbad Tap Water Safe to Drink?"
8636,Dharamsala,Asia>India,"Is Dharamsala Tap Water Safe to Drink?"
8637,Dharwad,Asia>India,"Is Dharwad Tap Water Safe to Drink?"
8638,Dibrugarh,Asia>India,"Is Dibrugarh Tap Water Safe to Drink?"
8639,Dijon,Europe>France,"Is Dijon Tap Water Safe to Drink?"
8640,Dili,Asia>Timor-Leste,"Is Dili Tap Water Safe to Drink?"
8641,Dimapur,Asia>India,"Is Dimapur Tap Water Safe to Drink?"
8642,Dimitrovgrad,Europe>Bulgaria,"Is Dimitrovgrad Tap Water Safe to Drink?"
8643,Diyarbakir,Europe>Turkey,"Is Diyarbakir Tap Water Safe to Drink?"
8644,Djelfa,Africa>Algeria,"Is Djelfa Tap Water Safe to Drink?"
8645,Djerba,Africa>Tunisia,"Is Djerba Tap Water Safe to Drink?"
8646,Djibouti,Africa>Djibouti,"Is Djibouti Tap Water Safe to Drink?"
8647,Dnipro,Europe>Ukraine,"Is Dnipro Tap Water Safe to Drink?"
8648,Doboj,"Europe>Bosnia and Herzegovina","Is Doboj Tap Water Safe to Drink?"
8649,Dobrich,Europe>Bulgaria,"Is Dobrich Tap Water Safe to Drink?"
8650,Doha,Asia>Qatar,"Is Doha Tap Water Safe to Drink?"
8651,"Dohuk (Duhok)",Asia>Iraq,"Is Dohuk (Duhok) Tap Water Safe to Drink?"
8652,Doncaster,"Europe>United Kingdom","Is Doncaster Tap Water Safe to Drink?"
8653,Donegal,Europe>Ireland,"Is Donegal Tap Water Safe to Drink?"
8654,Donetsk,Europe>Ukraine,"Is Donetsk Tap Water Safe to Drink?"
8655,Dongguan,Asia>China,"Is Dongguan Tap Water Safe to Drink?"
8656,Dorado,"North America>Puerto Rico","Is Dorado Tap Water Safe to Drink?"
8657,Dordrecht,Europe>Netherlands,"Is Dordrecht Tap Water Safe to Drink?"
8658,Dornbirn,Europe>Austria,"Is Dornbirn Tap Water Safe to Drink?"
8659,Dortmund,Europe>Germany,"Is Dortmund Tap Water Safe to Drink?"
8660,Douala,Africa>Cameroon,"Is Douala Tap Water Safe to Drink?"
8661,Douglas,"Europe>Isle of Man","Is Douglas Tap Water Safe to Drink?"
8662,Drama,Europe>Greece,"Is Drama Tap Water Safe to Drink?"
8663,Drammen,Europe>Norway,"Is Drammen Tap Water Safe to Drink?"
8664,Dresden,Europe>Germany,"Is Dresden Tap Water Safe to Drink?"
8665,"Drobeta-Turnu Severin",Europe>Romania,"Is Drobeta-Turnu Severin Tap Water Safe to Drink?"
8666,Drogheda,Europe>Ireland,"Is Drogheda Tap Water Safe to Drink?"
8667,Drummondville,"North America>Canada","Is Drummondville Tap Water Safe to Drink?"
8669,Dubbo,Oceania>Australia,"Is Dubbo Tap Water Safe to Drink?"
8670,Dubrovnik,Europe>Croatia,"Is Dubrovnik Tap Water Safe to Drink?"
8671,Duisburg,Europe>Germany,"Is Duisburg Tap Water Safe to Drink?"
8672,Dumaguete,Asia>Philippines,"Is Dumaguete Tap Water Safe to Drink?"
8673,Dunaujvaros,Europe>Hungary,"Is Dunaujvaros Tap Water Safe to Drink?"
8674,"Duncan BC","North America>Canada","Is Duncan BC Tap Water Safe to Drink?"
8675,Dundalk,Europe>Ireland,"Is Dundalk Tap Water Safe to Drink?"
8676,Dundee,"Europe>United Kingdom","Is Dundee Tap Water Safe to Drink?"
8677,Dunedin,"Oceania>New Zealand","Is Dunedin Tap Water Safe to Drink?"
8678,Dunfermline,"Europe>United Kingdom","Is Dunfermline Tap Water Safe to Drink?"
8679,Dupnica,Europe>Bulgaria,"Is Dupnica Tap Water Safe to Drink?"
8681,Durgapur,Asia>India,"Is Durgapur Tap Water Safe to Drink?"
8682,Durres,Europe>Albania,"Is Durres Tap Water Safe to Drink?"
8683,Dushanbe,Asia>Tajikistan,"Is Dushanbe Tap Water Safe to Drink?"
8684,Dusseldorf,Europe>Germany,"Is Dusseldorf Tap Water Safe to Drink?"
8685,Ealing,"Europe>United Kingdom","Is Ealing Tap Water Safe to Drink?"
8686,"East London","Africa>South Africa","Is East London Tap Water Safe to Drink?"
8687,Eastbourne,"Europe>United Kingdom","Is Eastbourne Tap Water Safe to Drink?"
8688,Ecatepec,"North America>Mexico","Is Ecatepec Tap Water Safe to Drink?"
8689,Ede,Europe>Netherlands,"Is Ede Tap Water Safe to Drink?"
8690,Edinburgh,"Europe>United Kingdom","Is Edinburgh Tap Water Safe to Drink?"
8691,Edirne,Europe>Turkey,"Is Edirne Tap Water Safe to Drink?"
8692,Edmonton,"North America>Canada","Is Edmonton Tap Water Safe to Drink?"
8693,Edmundston,"North America>Canada","Is Edmundston Tap Water Safe to Drink?"
8694,Eger,Europe>Hungary,"Is Eger Tap Water Safe to Drink?"
8695,Eilat,Asia>Israel,"Is Eilat Tap Water Safe to Drink?"
8696,Eindhoven,Europe>Netherlands,"Is Eindhoven Tap Water Safe to Drink?"
8697,"El Jadida",Africa>Morocco,"Is El Jadida Tap Water Safe to Drink?"
8698,Elblag,Europe>Poland,"Is Elblag Tap Water Safe to Drink?"
8699,Elche,Europe>Spain,"Is Elche Tap Water Safe to Drink?"
8700,Eldoret,Africa>Kenya,"Is Eldoret Tap Water Safe to Drink?"
8701,"Elliot Lake, ON","North America>Canada","Is Elliot Lake, ON Tap Water Safe to Drink?"
8702,Eluru,Asia>India,"Is Eluru Tap Water Safe to Drink?"
8703,Elverum,Europe>Norway,"Is Elverum Tap Water Safe to Drink?"
8704,Embu,Africa>Kenya,"Is Embu Tap Water Safe to Drink?"
8705,Ennis,Europe>Ireland,"Is Ennis Tap Water Safe to Drink?"
8706,Enschede,Europe>Netherlands,"Is Enschede Tap Water Safe to Drink?"
8707,Ensenada,"North America>Mexico","Is Ensenada Tap Water Safe to Drink?"
8708,Envigado,"South America>Colombia","Is Envigado Tap Water Safe to Drink?"
8709,"Erbil (Irbil)",Asia>Iraq,"Is Erbil (Irbil) Tap Water Safe to Drink?"
8710,Erd,Europe>Hungary,"Is Erd Tap Water Safe to Drink?"
8711,Erfurt,Europe>Germany,"Is Erfurt Tap Water Safe to Drink?"
8712,Erlangen,Europe>Germany,"Is Erlangen Tap Water Safe to Drink?"
8713,Ernakulam,Asia>India,"Is Ernakulam Tap Water Safe to Drink?"
8714,Erode,Asia>India,"Is Erode Tap Water Safe to Drink?"
8715,Erzurum,Europe>Turkey,"Is Erzurum Tap Water Safe to Drink?"
8716,Esbjerg,Europe>Denmark,"Is Esbjerg Tap Water Safe to Drink?"
8717,Escazu,"North America>Costa Rica","Is Escazu Tap Water Safe to Drink?"
8718,Esch-sur-Alzette,Europe>Luxembourg,"Is Esch-sur-Alzette Tap Water Safe to Drink?"
8719,Esenyurt,Europe>Turkey,"Is Esenyurt Tap Water Safe to Drink?"
8720,Eskilstuna,Europe>Sweden,"Is Eskilstuna Tap Water Safe to Drink?"
8721,Eskisehir,Europe>Turkey,"Is Eskisehir Tap Water Safe to Drink?"
8722,Espoo,Europe>Finland,"Is Espoo Tap Water Safe to Drink?"
8723,Essen,Europe>Germany,"Is Essen Tap Water Safe to Drink?"
8724,Estepona,Europe>Spain,"Is Estepona Tap Water Safe to Drink?"
8725,Estevan,"North America>Canada","Is Estevan Tap Water Safe to Drink?"
8726,Esztergom,Europe>Hungary,"Is Esztergom Tap Water Safe to Drink?"
8727,Evora,Europe>Portugal,"Is Evora Tap Water Safe to Drink?"
8728,Exeter,"Europe>United Kingdom","Is Exeter Tap Water Safe to Drink?"
8729,Fahaheel,Asia>Kuwait,"Is Fahaheel Tap Water Safe to Drink?"
8730,Faisalabad,Asia>Pakistan,"Is Faisalabad Tap Water Safe to Drink?"
8731,Falkirk,"Europe>United Kingdom","Is Falkirk Tap Water Safe to Drink?"
8732,Falun,Europe>Sweden,"Is Falun Tap Water Safe to Drink?"
8733,Famagusta,Europe>Cyprus,"Is Famagusta Tap Water Safe to Drink?"
8734,Fareham,"Europe>United Kingdom","Is Fareham Tap Water Safe to Drink?"
8735,Faridabad,Asia>India,"Is Faridabad Tap Water Safe to Drink?"
8736,Farnborough,"Europe>United Kingdom","Is Farnborough Tap Water Safe to Drink?"
8737,Faro,Europe>Portugal,"Is Faro Tap Water Safe to Drink?"
8738,"Feira de Santana","South America>Brazil","Is Feira de Santana Tap Water Safe to Drink?"
8739,Ferrara,Europe>Italy,"Is Ferrara Tap Water Safe to Drink?"
8740,"Fes (Fez)",Africa>Morocco,"Is Fes (Fez) Tap Water Safe to Drink?"
8741,Fethiye,Europe>Turkey,"Is Fethiye Tap Water Safe to Drink?"
8742,Fier,Europe>Albania,"Is Fier Tap Water Safe to Drink?"
8743,"Figueira da Foz",Europe>Portugal,"Is Figueira da Foz Tap Water Safe to Drink?"
8744,"Finale Ligure",Europe>Italy,"Is Finale Ligure Tap Water Safe to Drink?"
8745,Florianopolis,"South America>Brazil","Is Florianopolis Tap Water Safe to Drink?"
8746,Florina,Europe>Greece,"Is Florina Tap Water Safe to Drink?"
8747,Focsani,Europe>Romania,"Is Focsani Tap Water Safe to Drink?"
8748,Foggia,Europe>Italy,"Is Foggia Tap Water Safe to Drink?"
8749,Folkestone,"Europe>United Kingdom","Is Folkestone Tap Water Safe to Drink?"
8750,Forli,Europe>Italy,"Is Forli Tap Water Safe to Drink?"
8751,"Fort McMurray","North America>Canada","Is Fort McMurray Tap Water Safe to Drink?"
8752,"Fort Saskatchewan","North America>Canada","Is Fort Saskatchewan Tap Water Safe to Drink?"
8753,"Fort St John, BC","North America>Canada","Is Fort St John, BC Tap Water Safe to Drink?"
8754,Fortaleza,"South America>Brazil","Is Fortaleza Tap Water Safe to Drink?"
8755,"Foz do Iguacu","South America>Brazil","Is Foz do Iguacu Tap Water Safe to Drink?"
8756,Frankfurt,Europe>Germany,"Is Frankfurt Tap Water Safe to Drink?"
8757,"Frankfurt (Oder)",Europe>Germany,"Is Frankfurt (Oder) Tap Water Safe to Drink?"
8758,Frankston,Oceania>Australia,"Is Frankston Tap Water Safe to Drink?"
8759,Frascati,Europe>Italy,"Is Frascati Tap Water Safe to Drink?"
8760,Fredericia,Europe>Denmark,"Is Fredericia Tap Water Safe to Drink?"
8761,Fredericton,"North America>Canada","Is Fredericton Tap Water Safe to Drink?"
8762,Frederiksberg,Europe>Denmark,"Is Frederiksberg Tap Water Safe to Drink?"
8763,Fredrikstad,Europe>Norway,"Is Fredrikstad Tap Water Safe to Drink?"
8764,Freeport,"North America>Bahamas","Is Freeport Tap Water Safe to Drink?"
8765,"Freiburg im Breisgau",Europe>Germany,"Is Freiburg im Breisgau Tap Water Safe to Drink?"
8766,Fribourg,Europe>Switzerland,"Is Fribourg Tap Water Safe to Drink?"
8767,Frosinone,Europe>Italy,"Is Frosinone Tap Water Safe to Drink?"
8768,Fryazino,Europe>Russia,"Is Fryazino Tap Water Safe to Drink?"
8769,Fuengirola,Europe>Spain,"Is Fuengirola Tap Water Safe to Drink?"
8770,Fujairah,"Asia>United Arab Emirates","Is Fujairah Tap Water Safe to Drink?"
8771,Fukuoka,Asia>Japan,"Is Fukuoka Tap Water Safe to Drink?"
8772,Funchal,Europe>Portugal,"Is Funchal Tap Water Safe to Drink?"
8773,Fuzhou,Asia>China,"Is Fuzhou Tap Water Safe to Drink?"
8774,Gabes,Africa>Tunisia,"Is Gabes Tap Water Safe to Drink?"
8775,Gaborone,Africa>Botswana,"Is Gaborone Tap Water Safe to Drink?"
8776,Gabrovo,Europe>Bulgaria,"Is Gabrovo Tap Water Safe to Drink?"
8777,Galati,Europe>Romania,"Is Galati Tap Water Safe to Drink?"
8778,Galway,Europe>Ireland,"Is Galway Tap Water Safe to Drink?"
8779,Gampaha,"Asia>Sri Lanka","Is Gampaha Tap Water Safe to Drink?"
8780,Gandhinagar,Asia>India,"Is Gandhinagar Tap Water Safe to Drink?"
8781,Gandia,Europe>Spain,"Is Gandia Tap Water Safe to Drink?"
8782,"Gangtok (Sikkim)",Asia>India,"Is Gangtok (Sikkim) Tap Water Safe to Drink?"
8783,Gatineau,"North America>Canada","Is Gatineau Tap Water Safe to Drink?"
8784,Gavle,Europe>Sweden,"Is Gavle Tap Water Safe to Drink?"
8785,Gaza,Asia>Palestine,"Is Gaza Tap Water Safe to Drink?"
8786,Gaziantep,Europe>Turkey,"Is Gaziantep Tap Water Safe to Drink?"
8787,Gazipur,Asia>Bangladesh,"Is Gazipur Tap Water Safe to Drink?"
8788,Gdansk,Europe>Poland,"Is Gdansk Tap Water Safe to Drink?"
8789,Gdynia,Europe>Poland,"Is Gdynia Tap Water Safe to Drink?"
8790,Geelong,Oceania>Australia,"Is Geelong Tap Water Safe to Drink?"
8791,Gela,Europe>Italy,"Is Gela Tap Water Safe to Drink?"
