id,Title,"City name",Categories
14195,"Is St. Clair Shores Tap Water Safe to Drink?","St. Clair Shores","North America>United States of America>Michigan"
14196,"Is Live Oak Tap Water Safe to Drink?","Live Oak","North America>United States of America>Florida"
14201,"Is St. Landry Parish Tap Water Safe to Drink?","St. Landry Parish","North America>United States of America>Louisiana"
14198,"Is St. John Tap Water Safe to Drink?","St. John","North America>United States of America>Indiana"
14199,"Is Live Oak Tap Water Safe to Drink?","Live Oak","North America>United States of America>Texas"
14202,"Is Livingston Tap Water Safe to Drink?",Livingston,"North America>United States of America>Alabama"
14200,"Is St. John The Baptist Parish Tap Water Safe to Drink?","St. John The Baptist Parish","North America>United States of America>Louisiana"
14182,"Is St Marys Tap Water Safe to Drink?","St Marys","North America>United States of America>Pennsylvania"
14188,"Is Little Elm Tap Water Safe to Drink?","Little Elm","North America>United States of America>Texas"
14186,"Is Little Egg Harbor Tap Water Safe to Drink?","Little Egg Harbor","North America>United States of America>New Jersey"
14184,"Is St. Albans Tap Water Safe to Drink?","St. Albans","North America>United States of America>West Virginia"
14187,"Is St. Bernard Parish Tap Water Safe to Drink?","St. Bernard Parish","North America>United States of America>Louisiana"
14186,"Is Little Egg Harbor Tap Water Safe to Drink?","Little Egg Harbor","North America>United States of America>New Jersey"
14188,"Is Little Elm Tap Water Safe to Drink?","Little Elm","North America>United States of America>Texas"
14192,"Is Little Hocking Tap Water Safe to Drink?","Little Hocking","North America>United States of America>Ohio"
14189,"Is Little Falls Twp. Tap Water Safe to Drink?","Little Falls Twp.","North America>United States of America>New Jersey"
14191,"Is St. Charles County Tap Water Safe to Drink?","St. Charles County","North America>United States of America>Missouri"
14175,"Is Lindsay Tap Water Safe to Drink?",Lindsay,"North America>United States of America>California"
14177,"Is Springville Tap Water Safe to Drink?",Springville,"North America>United States of America>Utah"
14173,"Is Lindenhurst Tap Water Safe to Drink?",Lindenhurst,"North America>United States of America>Illinois"
14174,"Is Springfield Tap Water Safe to Drink?",Springfield,"North America>United States of America>Tennessee"
14179,"Is St Cloud Tap Water Safe to Drink?","St Cloud","North America>United States of America>Florida"
14181,"Is Litchfield Park Tap Water Safe to Drink?","Litchfield Park","North America>United States of America>Arizona"
14176,"Is Lino Lakes Tap Water Safe to Drink?","Lino Lakes","North America>United States of America>Minnesota"
14180,"Is St James City Tap Water Safe to Drink?","St James City","North America>United States of America>Florida"
14178,"Is Lisle Tap Water Safe to Drink?",Lisle,"North America>United States of America>Illinois"
14169,"Is Lincolnton Tap Water Safe to Drink?",Lincolnton,"North America>United States of America>North Carolina"
14170,"Is Lincolnwood Tap Water Safe to Drink?",Lincolnwood,"North America>United States of America>Illinois"
14163,"Is Springdale Tap Water Safe to Drink?",Springdale,"North America>United States of America>Arkansas"
14166,"Is Lincoln Park Boro Tap Water Safe to Drink?","Lincoln Park Boro","North America>United States of America>New Jersey"
14167,"Is Lincoln Park Boro Tap Water Safe to Drink?","Lincoln Park Boro","North America>United States of America>New Jersey"
14168,"Is Springfield Tap Water Safe to Drink?",Springfield,"North America>United States of America>Kentucky"
14165,"Is Springfield Tap Water Safe to Drink?",Springfield,"North America>United States of America>Florida"
14164,"Is Lincoln Park Tap Water Safe to Drink?","Lincoln Park","North America>United States of America>Michigan"
14171,"Is Lindale Tap Water Safe to Drink?",Lindale,"North America>United States of America>Texas"
14172,"Is Springfield Tap Water Safe to Drink?",Springfield,"North America>United States of America>Ohio"
14155,"Is Spotsylvania County Tap Water Safe to Drink?","Spotsylvania County","North America>United States of America>Virginia"
14156,"Is Spring Hill Tap Water Safe to Drink?","Spring Hill","North America>United States of America>Tennessee"
14161,"Is Lincoln County Tap Water Safe to Drink?","Lincoln County","North America>United States of America>Missouri"
14159,"Is Lincoln City Tap Water Safe to Drink?","Lincoln City","North America>United States of America>Oregon"
14154,"Is Lincoln Tap Water Safe to Drink?",Lincoln,"North America>United States of America>Illinois"
14157,"Is Lincoln Tap Water Safe to Drink?",Lincoln,"North America>United States of America>Rhode Island"
14160,"Is Spring Lake Boro Tap Water Safe to Drink?","Spring Lake Boro","North America>United States of America>New Jersey"
14162,"Is Springboro Tap Water Safe to Drink?",Springboro,"North America>United States of America>Ohio"
14158,"Is Spring Lake Tap Water Safe to Drink?","Spring Lake","North America>United States of America>North Carolina"
14145,"Is Lihue-kapaa Tap Water Safe to Drink?",Lihue-kapaa,"North America>United States of America>Hawaii"
14146,"Is Spearfish Tap Water Safe to Drink?",Spearfish,"North America>United States of America>South Dakota"
14148,"Is Speedway Tap Water Safe to Drink?",Speedway,"North America>United States of America>Indiana"
14150,"Is Spencer Tap Water Safe to Drink?",Spencer,"North America>United States of America>Iowa"
14147,"Is Lilesville Tap Water Safe to Drink?",Lilesville,"North America>United States of America>North Carolina"
14151,"Is Lima Tap Water Safe to Drink?",Lima,"North America>United States of America>Ohio"
14152,"Is Lincoln Tap Water Safe to Drink?",Lincoln,"North America>United States of America>California"
14149,"Is Lillington Tap Water Safe to Drink?",Lillington,"North America>United States of America>North Carolina"
14153,"Is Spokane County Tap Water Safe to Drink?","Spokane County","North America>United States of America>Washington"
14136,"Is Lexington Tap Water Safe to Drink?",Lexington,"North America>United States of America>Tennessee"
14140,"Is Spanish Fork Tap Water Safe to Drink?","Spanish Fork","North America>United States of America>Utah"
14141,"Is Libertyville Tap Water Safe to Drink?",Libertyville,"North America>United States of America>Illinois"
14135,"Is Spalding County Tap Water Safe to Drink?","Spalding County","North America>United States of America>Georgia"
14144,"Is Sparta Twp. Tap Water Safe to Drink?","Sparta Twp.","North America>United States of America>New Jersey"
14142,"Is Sparta Tap Water Safe to Drink?",Sparta,"North America>United States of America>Tennessee"
14141,"Is Libertyville Tap Water Safe to Drink?",Libertyville,"North America>United States of America>Illinois"
14135,"Is Spalding County Tap Water Safe to Drink?","Spalding County","North America>United States of America>Georgia"
14137,"Is Spanaway Tap Water Safe to Drink?",Spanaway,"North America>United States of America>Washington"
14138,"Is Liberal Tap Water Safe to Drink?",Liberal,"North America>United States of America>Kansas"
14125,"Is Southbridge Tap Water Safe to Drink?",Southbridge,"North America>United States of America>Massachusetts"
14131,"Is Southside Tap Water Safe to Drink?",Southside,"North America>United States of America>Alabama"
14130,"Is Southlake Tap Water Safe to Drink?",Southlake,"North America>United States of America>Texas"
14128,"Is Southgate Tap Water Safe to Drink?",Southgate,"North America>United States of America>Michigan"
14127,"Is Lexington Tap Water Safe to Drink?",Lexington,"North America>United States of America>Massachusetts"
14129,"Is Lexington Tap Water Safe to Drink?",Lexington,"North America>United States of America>Nebraska"
14132,"Is Lexington Tap Water Safe to Drink?",Lexington,"North America>United States of America>North Carolina"
14126,"Is Lewisville Tap Water Safe to Drink?",Lewisville,"North America>United States of America>Texas"
14133,"Is Southwest Tap Water Safe to Drink?",Southwest,"North America>United States of America>California"
14134,"Is Lexington Tap Water Safe to Drink?",Lexington,"North America>United States of America>South Carolina"
14122,"Is Lewiston Tap Water Safe to Drink?",Lewiston,"North America>United States of America>New York"
14116,"Is Lewisburg Tap Water Safe to Drink?",Lewisburg,"North America>United States of America>West Virginia"
14115,"Is South Sioux City Tap Water Safe to Drink?","South Sioux City","North America>United States of America>Nebraska"
14114,"Is Lewisburg Tap Water Safe to Drink?",Lewisburg,"North America>United States of America>Tennessee"
14117,"Is South St. Paul Tap Water Safe to Drink?","South St. Paul","North America>United States of America>Minnesota"
14123,"Is Southaven Tap Water Safe to Drink?",Southaven,"North America>United States of America>Mississippi"
14121,"Is Southampton Tap Water Safe to Drink?",Southampton,"North America>United States of America>Pennsylvania"
14120,"Is Lewiston Tap Water Safe to Drink?",Lewiston,"North America>United States of America>Maine"
14119,"Is Southampton Tap Water Safe to Drink?",Southampton,"North America>United States of America>New York"
14118,"Is Lewiston Tap Water Safe to Drink?",Lewiston,"North America>United States of America>Idaho"
14124,"Is Lewistown Tap Water Safe to Drink?",Lewistown,"North America>United States of America>Pennsylvania"
14104,"Is South Pasadena Tap Water Safe to Drink?","South Pasadena","North America>United States of America>California"
14103,"Is South Orange Village Tap Water Safe to Drink?","South Orange Village","North America>United States of America>New Jersey"
14105,"Is Lemoore Tap Water Safe to Drink?",Lemoore,"North America>United States of America>California"
14107,"Is South River Boro Tap Water Safe to Drink?","South River Boro","North America>United States of America>New Jersey"
14106,"Is Lenoir City Tap Water Safe to Drink?","Lenoir City","North America>United States of America>Tennessee"
14108,"Is South Salt Lake City Tap Water Safe to Drink?","South Salt Lake City","North America>United States of America>Utah"
14111,"Is Leray Tap Water Safe to Drink?",Leray,"North America>United States of America>New York"
14110,"Is South San Francisco Tap Water Safe to Drink?","South San Francisco","North America>United States of America>California"
14109,"Is Leominster Tap Water Safe to Drink?",Leominster,"North America>United States of America>Massachusetts"
14113,"Is Levelland Tap Water Safe to Drink?",Levelland,"North America>United States of America>Texas"
14112,"Is South San Gabriel Tap Water Safe to Drink?","South San Gabriel","North America>United States of America>California"
14092,"Is Leesburg Tap Water Safe to Drink?",Leesburg,"North America>United States of America>Florida"
14096,"Is South Kohala Tap Water Safe to Drink?","South Kohala","North America>United States of America>Hawaii"
14095,"Is South Kingstown Tap Water Safe to Drink?","South Kingstown","North America>United States of America>Rhode Island"
14094,"Is Leesburg Tap Water Safe to Drink?",Leesburg,"North America>United States of America>Georgia"
14093,"Is South Houston Tap Water Safe to Drink?","South Houston","North America>United States of America>Texas"
14099,"Is Lehigh County Tap Water Safe to Drink?","Lehigh County","North America>United States of America>Pennsylvania"
14098,"Is South Lyon Tap Water Safe to Drink?","South Lyon","North America>United States of America>Michigan"
14097,"Is Leesburg Tap Water Safe to Drink?",Leesburg,"North America>United States of America>Virginia"
14101,"Is South Milwaukee Tap Water Safe to Drink?","South Milwaukee","North America>United States of America>Wisconsin"
14102,"Is Lemont Tap Water Safe to Drink?",Lemont,"North America>United States of America>Illinois"
14100,"Is Leland Tap Water Safe to Drink?",Leland,"North America>United States of America>North Carolina"
14091,"Is South Holland Tap Water Safe to Drink?","South Holland","North America>United States of America>Illinois"
14090,"Is Lees Summit Tap Water Safe to Drink?","Lees Summit","North America>United States of America>Missouri"
14089,"Is South Hadley Tap Water Safe to Drink?","South Hadley","North America>United States of America>Massachusetts"
14083,"Is South Daytona Tap Water Safe to Drink?","South Daytona","North America>United States of America>Florida"
14089,"Is South Hadley Tap Water Safe to Drink?","South Hadley","North America>United States of America>Massachusetts"
14088,"Is Leeds Tap Water Safe to Drink?",Leeds,"North America>United States of America>Alabama"
14086,"Is South Gate Tap Water Safe to Drink?","South Gate","North America>United States of America>California"
14090,"Is Lees Summit Tap Water Safe to Drink?","Lees Summit","North America>United States of America>Missouri"
14091,"Is South Holland Tap Water Safe to Drink?","South Holland","North America>United States of America>Illinois"
14087,"Is Lee County Tap Water Safe to Drink?","Lee County","North America>United States of America>Texas"
14073,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>New Hampshire"
14072,"Is Sonoma County Tap Water Safe to Drink?","Sonoma County","North America>United States of America>California"
14070,"Is Sonoma Tap Water Safe to Drink?",Sonoma,"North America>United States of America>California"
14074,"Is Sonora Tap Water Safe to Drink?",Sonora,"North America>United States of America>California"
14077,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>Oregon"
14076,"Is Soquel Tap Water Safe to Drink?",Soquel,"North America>United States of America>California"
14075,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>Ohio"
14071,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>Missouri"
14078,"Is South Arcadia Tap Water Safe to Drink?","South Arcadia","North America>United States of America>California"
14081,"Is South Burlington Tap Water Safe to Drink?","South Burlington","North America>United States of America>Vermont"
14080,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>Tennessee"
14079,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>Pennsylvania"
14063,"Is Le Roy Tap Water Safe to Drink?","Le Roy","North America>United States of America>New York"
14062,"Is Somerset Tap Water Safe to Drink?",Somerset,"North America>United States of America>Massachusetts"
14061,"Is Somerset Tap Water Safe to Drink?",Somerset,"North America>United States of America>Kentucky"
14064,"Is Somersworth Tap Water Safe to Drink?",Somersworth,"North America>United States of America>New Hampshire"
14066,"Is Somerton Tap Water Safe to Drink?",Somerton,"North America>United States of America>Arizona"
14069,"Is Lebanon Tap Water Safe to Drink?",Lebanon,"North America>United States of America>Indiana"
14068,"Is Leavenworth Tap Water Safe to Drink?",Leavenworth,"North America>United States of America>Kansas"
14067,"Is Somerville Tap Water Safe to Drink?",Somerville,"North America>United States of America>Alabama"
14065,"Is League City Tap Water Safe to Drink?","League City","North America>United States of America>Texas"
14053,"Is Soddy-daisy Tap Water Safe to Drink?",Soddy-daisy,"North America>United States of America>Tennessee"
14052,"Is Lawrence County Tap Water Safe to Drink?","Lawrence County","North America>United States of America>Alabama"
14051,"Is Snyder Tap Water Safe to Drink?",Snyder,"North America>United States of America>Texas"
14050,"Is Lawrence Tap Water Safe to Drink?",Lawrence,"North America>United States of America>Massachusetts"
14055,"Is Solano County Tap Water Safe to Drink?","Solano County","North America>United States of America>California"
14054,"Is Lawrence County Tap Water Safe to Drink?","Lawrence County","North America>United States of America>Ohio"
14058,"Is Lawrenceburg Tap Water Safe to Drink?",Lawrenceburg,"North America>United States of America>Kentucky"
14060,"Is Lawrenceburg Tap Water Safe to Drink?",Lawrenceburg,"North America>United States of America>Tennessee"
14059,"Is Somers Tap Water Safe to Drink?",Somers,"North America>United States of America>New York"
14057,"Is Soledad Tap Water Safe to Drink?",Soledad,"North America>United States of America>California"
14056,"Is Lawrence County Tap Water Safe to Drink?","Lawrence County","North America>United States of America>Pennsylvania"
14042,"Is Lavalette Boro Tap Water Safe to Drink?","Lavalette Boro","North America>United States of America>New Jersey"
14046,"Is Lawndale Tap Water Safe to Drink?",Lawndale,"North America>United States of America>North Carolina"
14045,"Is Smyrna Tap Water Safe to Drink?",Smyrna,"North America>United States of America>Tennessee"
14044,"Is Lavergne Tap Water Safe to Drink?",Lavergne,"North America>United States of America>Tennessee"
14043,"Is Smyrna Tap Water Safe to Drink?",Smyrna,"North America>United States of America>Georgia"
14048,"Is Lawrence Tap Water Safe to Drink?",Lawrence,"North America>United States of America>Indiana"
14047,"Is Snohomish County Tap Water Safe to Drink?","Snohomish County","North America>United States of America>Washington"
14049,"Is Snoqualmie Tap Water Safe to Drink?",Snoqualmie,"North America>United States of America>Washington"
14033,"Is Smith County Tap Water Safe to Drink?","Smith County","North America>United States of America>Texas"
14037,"Is Smithfield Tap Water Safe to Drink?",Smithfield,"North America>United States of America>Utah"
14038,"Is Laurens Tap Water Safe to Drink?",Laurens,"North America>United States of America>South Carolina"
14036,"Is Laurel County Tap Water Safe to Drink?","Laurel County","North America>United States of America>Kentucky"
14035,"Is Smithfield Tap Water Safe to Drink?",Smithfield,"North America>United States of America>North Carolina"
14038,"Is Laurens Tap Water Safe to Drink?",Laurens,"North America>United States of America>South Carolina"
14041,"Is Smyrna Tap Water Safe to Drink?",Smyrna,"North America>United States of America>Delaware"
14040,"Is Laurinburg Tap Water Safe to Drink?",Laurinburg,"North America>United States of America>North Carolina"
14039,"Is Smiths Tap Water Safe to Drink?",Smiths,"North America>United States of America>Alabama"
14037,"Is Smithfield Tap Water Safe to Drink?",Smithfield,"North America>United States of America>Utah"
14022,"Is Larue County Tap Water Safe to Drink?","Larue County","North America>United States of America>Kentucky"
14025,"Is Skagit County Tap Water Safe to Drink?","Skagit County","North America>United States of America>Washington"
14024,"Is Las Vegas Tap Water Safe to Drink?","Las Vegas","North America>United States of America>New Mexico"
14023,"Is Six Mile Tap Water Safe to Drink?","Six Mile","North America>United States of America>South Carolina"
14027,"Is Skokie Tap Water Safe to Drink?",Skokie,"North America>United States of America>Illinois"
14026,"Is Lathrop Tap Water Safe to Drink?",Lathrop,"North America>United States of America>California"
14029,"Is Slidell Tap Water Safe to Drink?",Slidell,"North America>United States of America>Louisiana"
14031,"Is Slippery Rock Tap Water Safe to Drink?","Slippery Rock","North America>United States of America>Pennsylvania"
14030,"Is Lauderdale Lakes Tap Water Safe to Drink?","Lauderdale Lakes","North America>United States of America>Florida"
14028,"Is Latrobe Tap Water Safe to Drink?",Latrobe,"North America>United States of America>Pennsylvania"
14015,"Is Lansing Tap Water Safe to Drink?",Lansing,"North America>United States of America>Illinois"
14018,"Is Silver City Tap Water Safe to Drink?","Silver City","North America>United States of America>New Mexico"
14017,"Is Lansing Tap Water Safe to Drink?",Lansing,"North America>United States of America>New York"
14016,"Is Siloam Springs Tap Water Safe to Drink?","Siloam Springs","North America>United States of America>Arkansas"
14014,"Is Sikeston Tap Water Safe to Drink?",Sikeston,"North America>United States of America>Missouri"
14019,"Is Laporte Tap Water Safe to Drink?",Laporte,"North America>United States of America>Indiana"
14021,"Is Larimer County Tap Water Safe to Drink?","Larimer County","North America>United States of America>Colorado"
14020,"Is Silverdale Tap Water Safe to Drink?",Silverdale,"North America>United States of America>Washington"
14006,"Is Shrewsbury Tap Water Safe to Drink?",Shrewsbury,"North America>United States of America>Massachusetts"
14009,"Is Sierra Madre Tap Water Safe to Drink?","Sierra Madre","North America>United States of America>California"
14008,"Is Lancaster Tap Water Safe to Drink?",Lancaster,"North America>United States of America>South Carolina"
14007,"Is Sidney Tap Water Safe to Drink?",Sidney,"North America>United States of America>Ohio"
14005,"Is Lancaster Tap Water Safe to Drink?",Lancaster,"North America>United States of America>Ohio"
14011,"Is Lancaster County Tap Water Safe to Drink?","Lancaster County","North America>United States of America>Pennsylvania"
14010,"Is Lancaster Tap Water Safe to Drink?",Lancaster,"North America>United States of America>Texas"
14013,"Is Lane County Tap Water Safe to Drink?","Lane County","North America>United States of America>Oregon"
14012,"Is Signal Hill Tap Water Safe to Drink?","Signal Hill","North America>United States of America>California"
13996,"Is Lakewood Twp. Tap Water Safe to Drink?","Lakewood Twp.","North America>United States of America>New Jersey"
13995,"Is Shippensburg Tap Water Safe to Drink?",Shippensburg,"North America>United States of America>Pennsylvania"
14000,"Is Lamar County Tap Water Safe to Drink?","Lamar County","North America>United States of America>Texas"
14003,"Is Show Low Tap Water Safe to Drink?","Show Low","North America>United States of America>Arizona"
14002,"Is Lampasas Tap Water Safe to Drink?",Lampasas,"North America>United States of America>Texas"
14001,"Is Shorewood Tap Water Safe to Drink?",Shorewood,"North America>United States of America>Wisconsin"
13999,"Is Shorewood Tap Water Safe to Drink?",Shorewood,"North America>United States of America>Illinois"
13998,"Is Lamar County Tap Water Safe to Drink?","Lamar County","North America>United States of America>Mississippi"
13997,"Is Shoreview Tap Water Safe to Drink?",Shoreview,"North America>United States of America>Minnesota"
14004,"Is Lancaster Tap Water Safe to Drink?",Lancaster,"North America>United States of America>New York"
13986,"Is Lakeside Tap Water Safe to Drink?",Lakeside,"North America>United States of America>California"
13988,"Is Lakeway Tap Water Safe to Drink?",Lakeway,"North America>United States of America>Texas"
13987,"Is Lakeville Tap Water Safe to Drink?",Lakeville,"North America>United States of America>Minnesota"
13989,"Is Sherwood Tap Water Safe to Drink?",Sherwood,"North America>United States of America>Oregon"
13993,"Is Ship Bottom Boro Tap Water Safe to Drink?","Ship Bottom Boro","North America>United States of America>New Jersey"
13992,"Is Lakewood Tap Water Safe to Drink?",Lakewood,"North America>United States of America>Ohio"
13992,"Is Lakewood Tap Water Safe to Drink?",Lakewood,"North America>United States of America>Ohio"
13991,"Is Shillington Tap Water Safe to Drink?",Shillington,"North America>United States of America>Pennsylvania"
13993,"Is Ship Bottom Boro Tap Water Safe to Drink?","Ship Bottom Boro","North America>United States of America>New Jersey"
13994,"Is Lakewood Tap Water Safe to Drink?",Lakewood,"North America>United States of America>Washington"
13978,"Is Shelby County Tap Water Safe to Drink?","Shelby County","North America>United States of America>Kentucky"
13981,"Is Lake Zurich Tap Water Safe to Drink?","Lake Zurich","North America>United States of America>Illinois"
13980,"Is Shelby Township Tap Water Safe to Drink?","Shelby Township","North America>United States of America>Michigan"
13979,"Is Lake Wales Tap Water Safe to Drink?","Lake Wales","North America>United States of America>Florida"
13977,"Is Lake Station Tap Water Safe to Drink?","Lake Station","North America>United States of America>Indiana"
13983,"Is Shelbyville Tap Water Safe to Drink?",Shelbyville,"North America>United States of America>Kentucky"
13982,"Is Shelbyville Tap Water Safe to Drink?",Shelbyville,"North America>United States of America>Indiana"
13984,"Is Lakeport Tap Water Safe to Drink?",Lakeport,"North America>United States of America>California"
13968,"Is Lake Forest Tap Water Safe to Drink?","Lake Forest","North America>United States of America>Illinois"
13967,"Is Sharon Tap Water Safe to Drink?",Sharon,"North America>United States of America>Massachusetts"
13969,"Is Shasta County Tap Water Safe to Drink?","Shasta County","North America>United States of America>California"
13975,"Is Sheffield Tap Water Safe to Drink?",Sheffield,"North America>United States of America>Alabama"
13974,"Is Lake Mary Tap Water Safe to Drink?","Lake Mary","North America>United States of America>Florida"
13973,"Is Shawnee Tap Water Safe to Drink?",Shawnee,"North America>United States of America>Oklahoma"
13972,"Is Lake Jackson Tap Water Safe to Drink?","Lake Jackson","North America>United States of America>Texas"
13971,"Is Shasta Lake Tap Water Safe to Drink?","Shasta Lake","North America>United States of America>California"
13970,"Is Lake In The Hills Tap Water Safe to Drink?","Lake In The Hills","North America>United States of America>Illinois"
13976,"Is Lake Oswego Tap Water Safe to Drink?","Lake Oswego","North America>United States of America>Oregon"
13958,"Is Lake City Tap Water Safe to Drink?","Lake City","North America>United States of America>Florida"
13957,"Is Sequoyah County Tap Water Safe to Drink?","Sequoyah County","North America>United States of America>Oklahoma"
13960,"Is Lake City Tap Water Safe to Drink?","Lake City","North America>United States of America>Tennessee"
13959,"Is Sevierville Tap Water Safe to Drink?",Sevierville,"North America>United States of America>Tennessee"
13961,"Is Seymour Tap Water Safe to Drink?",Seymour,"North America>United States of America>Indiana"
13965,"Is Shakopee Tap Water Safe to Drink?",Shakopee,"North America>United States of America>Minnesota"
13964,"Is Lake County Tap Water Safe to Drink?","Lake County","North America>United States of America>Illinois"
13963,"Is Shafter Tap Water Safe to Drink?",Shafter,"North America>United States of America>California"
13962,"Is Lake County Tap Water Safe to Drink?","Lake County","North America>United States of America>California"
13966,"Is Lake County Tap Water Safe to Drink?","Lake County","North America>United States of America>Ohio"
13949,"Is Selma Tap Water Safe to Drink?",Selma,"North America>United States of America>Alabama"
13948,"Is Sellersburg Tap Water Safe to Drink?",Sellersburg,"North America>United States of America>Indiana"
13947,"Is Laguna Beach Tap Water Safe to Drink?","Laguna Beach","North America>United States of America>California"
13950,"Is Lahaina Tap Water Safe to Drink?",Lahaina,"North America>United States of America>Hawaii"
13952,"Is Lake Arrowhead Tap Water Safe to Drink?","Lake Arrowhead","North America>United States of America>California"
13951,"Is Selma Tap Water Safe to Drink?",Selma,"North America>United States of America>California"
13953,"Is Lake Benton Tap Water Safe to Drink?","Lake Benton","North America>United States of America>Minnesota"
13955,"Is Lake Buena Vista Tap Water Safe to Drink?","Lake Buena Vista","North America>United States of America>Florida"
13954,"Is Selmer Tap Water Safe to Drink?",Selmer,"North America>United States of America>Tennessee"
13956,"Is Seneca Tap Water Safe to Drink?",Seneca,"North America>United States of America>South Carolina"
13940,"Is Lafayette Tap Water Safe to Drink?",Lafayette,"North America>United States of America>Colorado"
13943,"Is Seekonk Tap Water Safe to Drink?",Seekonk,"North America>United States of America>Massachusetts"
13942,"Is Lafayette Tap Water Safe to Drink?",Lafayette,"North America>United States of America>Tennessee"
13941,"Is Sedona Tap Water Safe to Drink?",Sedona,"North America>United States of America>Arizona"
13939,"Is Sebastian County Tap Water Safe to Drink?","Sebastian County","North America>United States of America>Arkansas"
13938,"Is Lacygne Tap Water Safe to Drink?",Lacygne,"North America>United States of America>Kansas"
13945,"Is Seguin Tap Water Safe to Drink?",Seguin,"North America>United States of America>Texas"
13944,"Is Lafayette Parish Tap Water Safe to Drink?","Lafayette Parish","North America>United States of America>Louisiana"
13946,"Is Lafourche Parish Tap Water Safe to Drink?","Lafourche Parish","North America>United States of America>Louisiana"
13930,"Is Seal Beach Tap Water Safe to Drink?","Seal Beach","North America>United States of America>California"
13929,"Is La Verne Tap Water Safe to Drink?","La Verne","North America>United States of America>California"
13928,"Is Seagoville Tap Water Safe to Drink?",Seagoville,"North America>United States of America>Texas"
13932,"Is Searcy Tap Water Safe to Drink?",Searcy,"North America>United States of America>Arkansas"
13931,"Is Lacey Tap Water Safe to Drink?",Lacey,"North America>United States of America>Washington"
13934,"Is Seaside Heights Boro Tap Water Safe to Drink?","Seaside Heights Boro","North America>United States of America>New Jersey"
13937,"Is Laconia Tap Water Safe to Drink?",Laconia,"North America>United States of America>New Hampshire"
13936,"Is Seaside Park Boro Tap Water Safe to Drink?","Seaside Park Boro","North America>United States of America>New Jersey"
13935,"Is Lackawanna County Tap Water Safe to Drink?","Lackawanna County","North America>United States of America>Pennsylvania"
13933,"Is Lacey Twp. Tap Water Safe to Drink?","Lacey Twp.","North America>United States of America>New Jersey"
13919,"Is La Habra Tap Water Safe to Drink?","La Habra","North America>United States of America>California"
13918,"Is Scottsboro Tap Water Safe to Drink?",Scottsboro,"North America>United States of America>Alabama"
13917,"Is La Grange Park Tap Water Safe to Drink?","La Grange Park","North America>United States of America>Illinois"
13921,"Is Sea Cliff Tap Water Safe to Drink?","Sea Cliff","North America>United States of America>New York"
13920,"Is La Marque Tap Water Safe to Drink?","La Marque","North America>United States of America>Texas"
13926,"Is Seabrook Tap Water Safe to Drink?",Seabrook,"North America>United States of America>Texas"
13925,"Is Seabrook Tap Water Safe to Drink?",Seabrook,"North America>United States of America>New Hampshire"
13923,"Is Sea Isle City Tap Water Safe to Drink?","Sea Isle City","North America>United States of America>New Jersey"
13927,"Is La Porte Tap Water Safe to Drink?","La Porte","North America>United States of America>Texas"
13924,"Is La Palma Tap Water Safe to Drink?","La Palma","North America>United States of America>California"
13922,"Is La Mesa Tap Water Safe to Drink?","La Mesa","North America>United States of America>California"
13905,"Is Scioto County Tap Water Safe to Drink?","Scioto County","North America>United States of America>Ohio"
13908,"Is La Follette Tap Water Safe to Drink?","La Follette","North America>United States of America>Tennessee"
13907,"Is Scituate Tap Water Safe to Drink?",Scituate,"North America>United States of America>Massachusetts"
13906,"Is La Fayette Tap Water Safe to Drink?","La Fayette","North America>United States of America>Georgia"
13909,"Is La France Tap Water Safe to Drink?","La France","North America>United States of America>South Carolina"
13915,"Is La Grange Tap Water Safe to Drink?","La Grange","North America>United States of America>Illinois"
13914,"Is Scotts Valley Tap Water Safe to Drink?","Scotts Valley","North America>United States of America>California"
13913,"Is La Grange Tap Water Safe to Drink?","La Grange","North America>United States of America>Georgia"
13912,"Is Scott Depot (rr Name Scott) Tap Water Safe to Drink?","Scott Depot (rr Name Scott)","North America>United States of America>West Virginia"
13911,"Is La Grande Tap Water Safe to Drink?","La Grande","North America>United States of America>Oregon"
13910,"Is Scotia Tap Water Safe to Drink?",Scotia,"North America>United States of America>New York"
13916,"Is Scottsbluff Tap Water Safe to Drink?",Scottsbluff,"North America>United States of America>Nebraska"
13898,"Is Kittery Tap Water Safe to Drink?",Kittery,"North America>United States of America>Maine"
13897,"Is Schererville Tap Water Safe to Drink?",Schererville,"North America>United States of America>Indiana"
13900,"Is Schiller Park Tap Water Safe to Drink?","Schiller Park","North America>United States of America>Illinois"
13899,"Is Schertz Tap Water Safe to Drink?",Schertz,"North America>United States of America>Texas"
13901,"Is Schofield Barracks Tap Water Safe to Drink?","Schofield Barracks","North America>United States of America>Hawaii"
13902,"Is Kuna Tap Water Safe to Drink?",Kuna,"North America>United States of America>Idaho"
13904,"Is Schuylkill County Tap Water Safe to Drink?","Schuylkill County","North America>United States of America>Pennsylvania"
13903,"Is Kyle Tap Water Safe to Drink?",Kyle,"North America>United States of America>Texas"
